imgs,segs
HGG\flair\patient252_slice084.png,HGG\seg\patient252_slice084.png
HGG\flair\patient145_slice105.png,HGG\seg\patient145_slice105.png
LGG\flair\patient064_slice077.png,LGG\seg\patient064_slice077.png
HGG\flair\patient138_slice099.png,HGG\seg\patient138_slice099.png
LGG\flair\patient006_slice083.png,LGG\seg\patient006_slice083.png
LGG\flair\patient058_slice081.png,LGG\seg\patient058_slice081.png
HGG\flair\patient032_slice076.png,HGG\seg\patient032_slice076.png
LGG\flair\patient023_slice086.png,LGG\seg\patient023_slice086.png
LGG\flair\patient022_slice116.png,LGG\seg\patient022_slice116.png
HGG\flair\patient195_slice102.png,HGG\seg\patient195_slice102.png
HGG\flair\patient187_slice081.png,HGG\seg\patient187_slice081.png
HGG\flair\patient172_slice082.png,HGG\seg\patient172_slice082.png
HGG\flair\patient057_slice077.png,HGG\seg\patient057_slice077.png
HGG\flair\patient163_slice115.png,HGG\seg\patient163_slice115.png
HGG\flair\patient078_slice100.png,HGG\seg\patient078_slice100.png
HGG\flair\patient224_slice088.png,HGG\seg\patient224_slice088.png
HGG\flair\patient137_slice111.png,HGG\seg\patient137_slice111.png
LGG\flair\patient039_slice117.png,LGG\seg\patient039_slice117.png
LGG\flair\patient066_slice072.png,LGG\seg\patient066_slice072.png
HGG\flair\patient014_slice110.png,HGG\seg\patient014_slice110.png
HGG\flair\patient251_slice101.png,HGG\seg\patient251_slice101.png
HGG\flair\patient141_slice106.png,HGG\seg\patient141_slice106.png
LGG\flair\patient013_slice106.png,LGG\seg\patient013_slice106.png
HGG\flair\patient062_slice096.png,HGG\seg\patient062_slice096.png
HGG\flair\patient078_slice071.png,HGG\seg\patient078_slice071.png
HGG\flair\patient137_slice118.png,HGG\seg\patient137_slice118.png
LGG\flair\patient051_slice092.png,LGG\seg\patient051_slice092.png
HGG\flair\patient175_slice116.png,HGG\seg\patient175_slice116.png
HGG\flair\patient041_slice074.png,HGG\seg\patient041_slice074.png
HGG\flair\patient242_slice093.png,HGG\seg\patient242_slice093.png
HGG\flair\patient016_slice087.png,HGG\seg\patient016_slice087.png
HGG\flair\patient203_slice079.png,HGG\seg\patient203_slice079.png
LGG\flair\patient059_slice074.png,LGG\seg\patient059_slice074.png
LGG\flair\patient033_slice080.png,LGG\seg\patient033_slice080.png
HGG\flair\patient254_slice117.png,HGG\seg\patient254_slice117.png
HGG\flair\patient240_slice119.png,HGG\seg\patient240_slice119.png
HGG\flair\patient085_slice099.png,HGG\seg\patient085_slice099.png
HGG\flair\patient183_slice084.png,HGG\seg\patient183_slice084.png
HGG\flair\patient063_slice108.png,HGG\seg\patient063_slice108.png
LGG\flair\patient057_slice091.png,LGG\seg\patient057_slice091.png
LGG\flair\patient007_slice086.png,LGG\seg\patient007_slice086.png
HGG\flair\patient151_slice080.png,HGG\seg\patient151_slice080.png
HGG\flair\patient191_slice073.png,HGG\seg\patient191_slice073.png
HGG\flair\patient183_slice079.png,HGG\seg\patient183_slice079.png
HGG\flair\patient021_slice097.png,HGG\seg\patient021_slice097.png
HGG\flair\patient234_slice084.png,HGG\seg\patient234_slice084.png
HGG\flair\patient153_slice117.png,HGG\seg\patient153_slice117.png
HGG\flair\patient048_slice107.png,HGG\seg\patient048_slice107.png
HGG\flair\patient155_slice094.png,HGG\seg\patient155_slice094.png
HGG\flair\patient020_slice074.png,HGG\seg\patient020_slice074.png
HGG\flair\patient162_slice089.png,HGG\seg\patient162_slice089.png
HGG\flair\patient019_slice090.png,HGG\seg\patient019_slice090.png
HGG\flair\patient194_slice110.png,HGG\seg\patient194_slice110.png
HGG\flair\patient210_slice119.png,HGG\seg\patient210_slice119.png
HGG\flair\patient051_slice103.png,HGG\seg\patient051_slice103.png
LGG\flair\patient007_slice097.png,LGG\seg\patient007_slice097.png
HGG\flair\patient125_slice081.png,HGG\seg\patient125_slice081.png
HGG\flair\patient032_slice085.png,HGG\seg\patient032_slice085.png
HGG\flair\patient089_slice099.png,HGG\seg\patient089_slice099.png
LGG\flair\patient041_slice109.png,LGG\seg\patient041_slice109.png
HGG\flair\patient068_slice070.png,HGG\seg\patient068_slice070.png
HGG\flair\patient158_slice100.png,HGG\seg\patient158_slice100.png
LGG\flair\patient031_slice073.png,LGG\seg\patient031_slice073.png
HGG\flair\patient148_slice074.png,HGG\seg\patient148_slice074.png
HGG\flair\patient225_slice087.png,HGG\seg\patient225_slice087.png
HGG\flair\patient157_slice090.png,HGG\seg\patient157_slice090.png
HGG\flair\patient181_slice096.png,HGG\seg\patient181_slice096.png
HGG\flair\patient167_slice075.png,HGG\seg\patient167_slice075.png
HGG\flair\patient209_slice106.png,HGG\seg\patient209_slice106.png
HGG\flair\patient179_slice073.png,HGG\seg\patient179_slice073.png
HGG\flair\patient131_slice115.png,HGG\seg\patient131_slice115.png
HGG\flair\patient250_slice111.png,HGG\seg\patient250_slice111.png
LGG\flair\patient016_slice118.png,LGG\seg\patient016_slice118.png
HGG\flair\patient176_slice105.png,HGG\seg\patient176_slice105.png
HGG\flair\patient047_slice088.png,HGG\seg\patient047_slice088.png
HGG\flair\patient189_slice078.png,HGG\seg\patient189_slice078.png
HGG\flair\patient098_slice116.png,HGG\seg\patient098_slice116.png
HGG\flair\patient249_slice084.png,HGG\seg\patient249_slice084.png
LGG\flair\patient060_slice116.png,LGG\seg\patient060_slice116.png
LGG\flair\patient029_slice078.png,LGG\seg\patient029_slice078.png
HGG\flair\patient124_slice110.png,HGG\seg\patient124_slice110.png
HGG\flair\patient198_slice083.png,HGG\seg\patient198_slice083.png
HGG\flair\patient009_slice106.png,HGG\seg\patient009_slice106.png
LGG\flair\patient036_slice103.png,LGG\seg\patient036_slice103.png
HGG\flair\patient178_slice082.png,HGG\seg\patient178_slice082.png
HGG\flair\patient156_slice074.png,HGG\seg\patient156_slice074.png
HGG\flair\patient114_slice107.png,HGG\seg\patient114_slice107.png
HGG\flair\patient257_slice107.png,HGG\seg\patient257_slice107.png
HGG\flair\patient078_slice085.png,HGG\seg\patient078_slice085.png
HGG\flair\patient174_slice086.png,HGG\seg\patient174_slice086.png
HGG\flair\patient089_slice083.png,HGG\seg\patient089_slice083.png
HGG\flair\patient037_slice090.png,HGG\seg\patient037_slice090.png
LGG\flair\patient016_slice076.png,LGG\seg\patient016_slice076.png
HGG\flair\patient199_slice099.png,HGG\seg\patient199_slice099.png
LGG\flair\patient069_slice111.png,LGG\seg\patient069_slice111.png
HGG\flair\patient250_slice101.png,HGG\seg\patient250_slice101.png
HGG\flair\patient254_slice075.png,HGG\seg\patient254_slice075.png
HGG\flair\patient103_slice102.png,HGG\seg\patient103_slice102.png
HGG\flair\patient099_slice082.png,HGG\seg\patient099_slice082.png
HGG\flair\patient025_slice100.png,HGG\seg\patient025_slice100.png
LGG\flair\patient076_slice086.png,LGG\seg\patient076_slice086.png
HGG\flair\patient058_slice089.png,HGG\seg\patient058_slice089.png
HGG\flair\patient209_slice103.png,HGG\seg\patient209_slice103.png
LGG\flair\patient009_slice075.png,LGG\seg\patient009_slice075.png
HGG\flair\patient037_slice072.png,HGG\seg\patient037_slice072.png
HGG\flair\patient048_slice105.png,HGG\seg\patient048_slice105.png
LGG\flair\patient049_slice086.png,LGG\seg\patient049_slice086.png
LGG\flair\patient036_slice101.png,LGG\seg\patient036_slice101.png
HGG\flair\patient225_slice085.png,HGG\seg\patient225_slice085.png
HGG\flair\patient011_slice073.png,HGG\seg\patient011_slice073.png
LGG\flair\patient054_slice094.png,LGG\seg\patient054_slice094.png
HGG\flair\patient252_slice077.png,HGG\seg\patient252_slice077.png
HGG\flair\patient161_slice097.png,HGG\seg\patient161_slice097.png
HGG\flair\patient174_slice084.png,HGG\seg\patient174_slice084.png
LGG\flair\patient064_slice076.png,LGG\seg\patient064_slice076.png
HGG\flair\patient252_slice074.png,HGG\seg\patient252_slice074.png
HGG\flair\patient024_slice099.png,HGG\seg\patient024_slice099.png
HGG\flair\patient035_slice075.png,HGG\seg\patient035_slice075.png
HGG\flair\patient017_slice074.png,HGG\seg\patient017_slice074.png
HGG\flair\patient075_slice092.png,HGG\seg\patient075_slice092.png
HGG\flair\patient014_slice115.png,HGG\seg\patient014_slice115.png
HGG\flair\patient138_slice110.png,HGG\seg\patient138_slice110.png
HGG\flair\patient163_slice117.png,HGG\seg\patient163_slice117.png
HGG\flair\patient082_slice102.png,HGG\seg\patient082_slice102.png
HGG\flair\patient037_slice100.png,HGG\seg\patient037_slice100.png
HGG\flair\patient131_slice091.png,HGG\seg\patient131_slice091.png
LGG\flair\patient023_slice073.png,LGG\seg\patient023_slice073.png
LGG\flair\patient030_slice112.png,LGG\seg\patient030_slice112.png
HGG\flair\patient156_slice088.png,HGG\seg\patient156_slice088.png
HGG\flair\patient150_slice084.png,HGG\seg\patient150_slice084.png
LGG\flair\patient072_slice095.png,LGG\seg\patient072_slice095.png
HGG\flair\patient226_slice108.png,HGG\seg\patient226_slice108.png
HGG\flair\patient189_slice100.png,HGG\seg\patient189_slice100.png
HGG\flair\patient224_slice092.png,HGG\seg\patient224_slice092.png
HGG\flair\patient148_slice096.png,HGG\seg\patient148_slice096.png
HGG\flair\patient183_slice109.png,HGG\seg\patient183_slice109.png
HGG\flair\patient119_slice070.png,HGG\seg\patient119_slice070.png
HGG\flair\patient158_slice096.png,HGG\seg\patient158_slice096.png
HGG\flair\patient143_slice075.png,HGG\seg\patient143_slice075.png
HGG\flair\patient120_slice072.png,HGG\seg\patient120_slice072.png
HGG\flair\patient207_slice111.png,HGG\seg\patient207_slice111.png
LGG\flair\patient046_slice094.png,LGG\seg\patient046_slice094.png
HGG\flair\patient104_slice108.png,HGG\seg\patient104_slice108.png
HGG\flair\patient166_slice084.png,HGG\seg\patient166_slice084.png
HGG\flair\patient079_slice083.png,HGG\seg\patient079_slice083.png
HGG\flair\patient244_slice116.png,HGG\seg\patient244_slice116.png
LGG\flair\patient042_slice076.png,LGG\seg\patient042_slice076.png
HGG\flair\patient001_slice081.png,HGG\seg\patient001_slice081.png
HGG\flair\patient005_slice074.png,HGG\seg\patient005_slice074.png
HGG\flair\patient158_slice110.png,HGG\seg\patient158_slice110.png
HGG\flair\patient131_slice072.png,HGG\seg\patient131_slice072.png
HGG\flair\patient155_slice089.png,HGG\seg\patient155_slice089.png
HGG\flair\patient220_slice112.png,HGG\seg\patient220_slice112.png
HGG\flair\patient158_slice076.png,HGG\seg\patient158_slice076.png
LGG\flair\patient015_slice106.png,LGG\seg\patient015_slice106.png
HGG\flair\patient063_slice076.png,HGG\seg\patient063_slice076.png
HGG\flair\patient062_slice076.png,HGG\seg\patient062_slice076.png
LGG\flair\patient046_slice098.png,LGG\seg\patient046_slice098.png
HGG\flair\patient183_slice099.png,HGG\seg\patient183_slice099.png
HGG\flair\patient025_slice119.png,HGG\seg\patient025_slice119.png
LGG\flair\patient050_slice076.png,LGG\seg\patient050_slice076.png
LGG\flair\patient025_slice090.png,LGG\seg\patient025_slice090.png
HGG\flair\patient090_slice087.png,HGG\seg\patient090_slice087.png
HGG\flair\patient187_slice115.png,HGG\seg\patient187_slice115.png
HGG\flair\patient222_slice089.png,HGG\seg\patient222_slice089.png
HGG\flair\patient062_slice099.png,HGG\seg\patient062_slice099.png
HGG\flair\patient237_slice092.png,HGG\seg\patient237_slice092.png
LGG\flair\patient020_slice085.png,LGG\seg\patient020_slice085.png
HGG\flair\patient111_slice071.png,HGG\seg\patient111_slice071.png
HGG\flair\patient122_slice103.png,HGG\seg\patient122_slice103.png
HGG\flair\patient067_slice076.png,HGG\seg\patient067_slice076.png
HGG\flair\patient069_slice075.png,HGG\seg\patient069_slice075.png
LGG\flair\patient030_slice116.png,LGG\seg\patient030_slice116.png
HGG\flair\patient168_slice108.png,HGG\seg\patient168_slice108.png
HGG\flair\patient188_slice112.png,HGG\seg\patient188_slice112.png
LGG\flair\patient029_slice102.png,LGG\seg\patient029_slice102.png
HGG\flair\patient229_slice099.png,HGG\seg\patient229_slice099.png
HGG\flair\patient244_slice096.png,HGG\seg\patient244_slice096.png
HGG\flair\patient128_slice079.png,HGG\seg\patient128_slice079.png
HGG\flair\patient080_slice106.png,HGG\seg\patient080_slice106.png
LGG\flair\patient011_slice087.png,LGG\seg\patient011_slice087.png
LGG\flair\patient028_slice077.png,LGG\seg\patient028_slice077.png
HGG\flair\patient104_slice088.png,HGG\seg\patient104_slice088.png
LGG\flair\patient069_slice082.png,LGG\seg\patient069_slice082.png
HGG\flair\patient044_slice111.png,HGG\seg\patient044_slice111.png
HGG\flair\patient096_slice081.png,HGG\seg\patient096_slice081.png
HGG\flair\patient175_slice104.png,HGG\seg\patient175_slice104.png
HGG\flair\patient121_slice092.png,HGG\seg\patient121_slice092.png
HGG\flair\patient151_slice102.png,HGG\seg\patient151_slice102.png
HGG\flair\patient207_slice100.png,HGG\seg\patient207_slice100.png
LGG\flair\patient056_slice096.png,LGG\seg\patient056_slice096.png
HGG\flair\patient076_slice082.png,HGG\seg\patient076_slice082.png
HGG\flair\patient003_slice078.png,HGG\seg\patient003_slice078.png
HGG\flair\patient011_slice098.png,HGG\seg\patient011_slice098.png
HGG\flair\patient013_slice114.png,HGG\seg\patient013_slice114.png
HGG\flair\patient193_slice090.png,HGG\seg\patient193_slice090.png
HGG\flair\patient155_slice099.png,HGG\seg\patient155_slice099.png
HGG\flair\patient060_slice103.png,HGG\seg\patient060_slice103.png
LGG\flair\patient039_slice071.png,LGG\seg\patient039_slice071.png
LGG\flair\patient010_slice112.png,LGG\seg\patient010_slice112.png
HGG\flair\patient254_slice071.png,HGG\seg\patient254_slice071.png
HGG\flair\patient079_slice072.png,HGG\seg\patient079_slice072.png
HGG\flair\patient162_slice087.png,HGG\seg\patient162_slice087.png
HGG\flair\patient010_slice079.png,HGG\seg\patient010_slice079.png
HGG\flair\patient093_slice091.png,HGG\seg\patient093_slice091.png
LGG\flair\patient055_slice115.png,LGG\seg\patient055_slice115.png
HGG\flair\patient192_slice093.png,HGG\seg\patient192_slice093.png
HGG\flair\patient061_slice094.png,HGG\seg\patient061_slice094.png
HGG\flair\patient014_slice096.png,HGG\seg\patient014_slice096.png
HGG\flair\patient033_slice072.png,HGG\seg\patient033_slice072.png
LGG\flair\patient040_slice101.png,LGG\seg\patient040_slice101.png
LGG\flair\patient029_slice108.png,LGG\seg\patient029_slice108.png
HGG\flair\patient062_slice113.png,HGG\seg\patient062_slice113.png
HGG\flair\patient011_slice096.png,HGG\seg\patient011_slice096.png
HGG\flair\patient184_slice118.png,HGG\seg\patient184_slice118.png
HGG\flair\patient006_slice071.png,HGG\seg\patient006_slice071.png
HGG\flair\patient238_slice078.png,HGG\seg\patient238_slice078.png
HGG\flair\patient105_slice098.png,HGG\seg\patient105_slice098.png
LGG\flair\patient049_slice071.png,LGG\seg\patient049_slice071.png
HGG\flair\patient033_slice073.png,HGG\seg\patient033_slice073.png
LGG\flair\patient071_slice071.png,LGG\seg\patient071_slice071.png
HGG\flair\patient212_slice094.png,HGG\seg\patient212_slice094.png
HGG\flair\patient209_slice107.png,HGG\seg\patient209_slice107.png
HGG\flair\patient054_slice097.png,HGG\seg\patient054_slice097.png
HGG\flair\patient090_slice072.png,HGG\seg\patient090_slice072.png
HGG\flair\patient056_slice114.png,HGG\seg\patient056_slice114.png
LGG\flair\patient027_slice087.png,LGG\seg\patient027_slice087.png
LGG\flair\patient053_slice081.png,LGG\seg\patient053_slice081.png
HGG\flair\patient110_slice088.png,HGG\seg\patient110_slice088.png
HGG\flair\patient143_slice071.png,HGG\seg\patient143_slice071.png
HGG\flair\patient090_slice071.png,HGG\seg\patient090_slice071.png
HGG\flair\patient155_slice073.png,HGG\seg\patient155_slice073.png
LGG\flair\patient064_slice089.png,LGG\seg\patient064_slice089.png
HGG\flair\patient119_slice093.png,HGG\seg\patient119_slice093.png
LGG\flair\patient022_slice073.png,LGG\seg\patient022_slice073.png
HGG\flair\patient227_slice103.png,HGG\seg\patient227_slice103.png
HGG\flair\patient209_slice118.png,HGG\seg\patient209_slice118.png
HGG\flair\patient080_slice075.png,HGG\seg\patient080_slice075.png
HGG\flair\patient033_slice097.png,HGG\seg\patient033_slice097.png
LGG\flair\patient045_slice091.png,LGG\seg\patient045_slice091.png
HGG\flair\patient185_slice079.png,HGG\seg\patient185_slice079.png
HGG\flair\patient099_slice073.png,HGG\seg\patient099_slice073.png
HGG\flair\patient132_slice080.png,HGG\seg\patient132_slice080.png
HGG\flair\patient006_slice104.png,HGG\seg\patient006_slice104.png
LGG\flair\patient038_slice114.png,LGG\seg\patient038_slice114.png
HGG\flair\patient050_slice094.png,HGG\seg\patient050_slice094.png
HGG\flair\patient104_slice113.png,HGG\seg\patient104_slice113.png
HGG\flair\patient219_slice072.png,HGG\seg\patient219_slice072.png
LGG\flair\patient018_slice099.png,LGG\seg\patient018_slice099.png
HGG\flair\patient138_slice094.png,HGG\seg\patient138_slice094.png
HGG\flair\patient225_slice096.png,HGG\seg\patient225_slice096.png
HGG\flair\patient098_slice095.png,HGG\seg\patient098_slice095.png
LGG\flair\patient006_slice070.png,LGG\seg\patient006_slice070.png
LGG\flair\patient059_slice086.png,LGG\seg\patient059_slice086.png
HGG\flair\patient037_slice070.png,HGG\seg\patient037_slice070.png
HGG\flair\patient101_slice085.png,HGG\seg\patient101_slice085.png
HGG\flair\patient006_slice100.png,HGG\seg\patient006_slice100.png
HGG\flair\patient181_slice093.png,HGG\seg\patient181_slice093.png
HGG\flair\patient088_slice077.png,HGG\seg\patient088_slice077.png
LGG\flair\patient043_slice095.png,LGG\seg\patient043_slice095.png
HGG\flair\patient211_slice092.png,HGG\seg\patient211_slice092.png
HGG\flair\patient118_slice087.png,HGG\seg\patient118_slice087.png
HGG\flair\patient093_slice086.png,HGG\seg\patient093_slice086.png
HGG\flair\patient081_slice080.png,HGG\seg\patient081_slice080.png
LGG\flair\patient027_slice070.png,LGG\seg\patient027_slice070.png
HGG\flair\patient135_slice108.png,HGG\seg\patient135_slice108.png
HGG\flair\patient256_slice078.png,HGG\seg\patient256_slice078.png
LGG\flair\patient029_slice074.png,LGG\seg\patient029_slice074.png
LGG\flair\patient018_slice078.png,LGG\seg\patient018_slice078.png
HGG\flair\patient037_slice076.png,HGG\seg\patient037_slice076.png
HGG\flair\patient107_slice119.png,HGG\seg\patient107_slice119.png
